time_ms,th_qw,th_qx,th_qy,th_qz,th_ax_g,th_ay_g,th_az_g,th_gx_dps,th_gy_dps,th_gz_dps,sh_qw,sh_qx,sh_qy,sh_qz,sh_ax_g,sh_ay_g,sh_az_g,sh_gx_dps,sh_gy_dps,sh_gz_dps,knee_deg,force_raw,stance,stride_length_m,velocity_mps,cadence_spm,stance_time_s,swing_time_s
297412,0.584405,-0.707142,0.162323,-0.363416,0.917725,0.293701,0.339844,24.214,5.466,3.954,-0.306938,0.174590,-0.051322,0.934170,-0.971680,0.028809,0.213623,-16.466,-5.649,-4.740,33.154,24,1,0.000,0.000,0.0,0.000,0.000
297422,0.585864,-0.705606,0.161572,-0.364387,0.918457,0.293457,0.340332,24.611,5.260,3.931,-0.306530,0.174442,-0.052687,0.934256,-0.972168,0.031250,0.212891,-15.794,-5.809,-4.290,32.419,20,1,0.000,0.000,0.0,0.000,0.000
297432,0.587364,-0.704041,0.160818,-0.365332,0.914795,0.291260,0.343262,25.038,5.099,4.321,-0.306118,0.174278,-0.054032,0.934345,-0.970215,0.031494,0.216309,-15.542,-5.695,-4.405,32.031,25,1,0.000,0.000,0.0,0.000,0.000
297442,0.588867,-0.702499,0.160049,-0.366219,0.915527,0.295410,0.352295,24.817,4.450,4.519,-0.305727,0.174131,-0.055382,0.934421,-0.967773,0.033691,0.215576,-15.664,-5.893,-4.153,31.098,21,1,0.000,0.000,0.0,0.000,0.000
297452,0.590338,-0.700972,0.159260,-0.367117,0.921875,0.286621,0.348877,24.550,4.427,4.206,-0.305335,0.173950,-0.056766,0.934499,-0.968994,0.033203,0.217529,-15.908,-5.397,-4.115,30.726,25,1,0.000,0.000,0.0,0.000,0.000
297462,0.591764,-0.699460,0.158519,-0.368025,0.920654,0.289307,0.347412,23.901,4.885,4.336,-0.304922,0.173773,-0.058200,0.934579,-0.971924,0.031494,0.214355,-16.473,-5.252,-4.298,31.427,21,1,0.000,0.000,0.0,0.000,0.000
297472,0.593171,-0.697968,0.157785,-0.368907,0.922119,0.284424,0.340332,23.550,4.718,4.542,-0.304506,0.173627,-0.059638,0.934652,-0.968994,0.033936,0.215820,-16.679,-5.573,-4.328,30.950,25,1,0.000,0.000,0.0,0.000,0.000
297482,0.594585,-0.696454,0.157034,-0.369812,0.921631,0.280273,0.333008,23.885,4.893,4.389,-0.304087,0.173443,-0.061120,0.934726,-0.968994,0.034668,0.204834,-17.008,-5.015,-4.290,30.479,33,1,0.000,0.000,0.0,0.000,0.000
297492,0.596079,-0.694868,0.156276,-0.370711,0.915527,0.281982,0.337158,24.977,4.992,4.824,-0.303688,0.173284,-0.062556,0.934790,-0.969727,0.032471,0.209717,-16.565,-5.458,-4.183,31.106,24,1,0.000,0.000,0.0,0.000,0.000
297502,0.597649,-0.693232,0.155478,-0.371581,0.917969,0.283203,0.331787,26.053,4.611,5.183,-0.303290,0.173130,-0.064037,0.934848,-0.967529,0.029541,0.212158,-17.046,-5.374,-4.115,32.556,25,1,0.000,0.000,0.0,0.000,0.000
297512,0.599246,-0.691562,0.154654,-0.372463,0.915039,0.282715,0.344238,26.550,4.618,5.015,-0.302865,0.172966,-0.065520,0.934913,-0.967529,0.028076,0.210449,-17.069,-5.221,-4.450,31.796,26,1,0.000,0.000,0.0,0.000,0.000
297522,0.600823,-0.689900,0.153839,-0.373341,0.919434,0.281250,0.336182,26.313,4.718,5.099,-0.302456,0.172802,-0.067004,0.934971,-0.968994,0.033447,0.211182,-17.130,-5.237,-4.275,30.916,33,1,0.000,0.000,0.0,0.000,0.000
297532,0.602380,-0.688226,0.153017,-0.374258,0.918945,0.281738,0.333740,26.321,5.084,4.756,-0.302035,0.172637,-0.068498,0.935029,-0.969238,0.028076,0.205811,-17.168,-5.183,-4.435,32.402,36,1,0.000,0.000,0.0,0.000,0.000
297542,0.603898,-0.686574,0.152208,-0.375173,0.923828,0.285400,0.344238,25.748,5.168,4.641,-0.301648,0.172490,-0.069977,0.935072,-0.972168,0.034912,0.210937,-17.130,-5.466,-4.061,30.264,35,1,0.000,0.000,0.0,0.000,0.000
297552,0.605414,-0.684947,0.151368,-0.376043,0.924072,0.279785,0.340088,25.603,4.527,4.725,-0.301253,0.172309,-0.071468,0.935119,-0.971436,0.036621,0.207275,-17.168,-5.046,-4.145,29.424,40,1,0.000,0.000,0.0,0.000,0.000
297562,0.606914,-0.683332,0.150502,-0.376910,0.927002,0.282227,0.342285,25.481,4.328,4.458,-0.300884,0.172131,-0.072936,0.935158,-0.971924,0.039307,0.211914,-16.931,-5.183,-3.901,28.999,39,1,0.000,0.000,0.0,0.000,0.000
297572,0.608438,-0.681702,0.149616,-0.377756,0.920898,0.280273,0.340332,25.794,4.084,4.618,-0.300491,0.171947,-0.074412,0.935202,-0.974121,0.039307,0.205566,-17.031,-5.061,-4.198,28.648,33,1,0.000,0.000,0.0,0.000,0.000
297582,0.609943,-0.680067,0.148762,-0.378613,0.924561,0.281006,0.345459,25.519,4.473,4.718,-0.300085,0.171803,-0.075892,0.935239,-0.970703,0.039063,0.205566,-17.252,-5.458,-4.366,28.367,31,1,0.000,0.000,0.0,0.000,0.000
297592,0.611456,-0.678410,0.147891,-0.379486,0.924072,0.283203,0.337158,25.870,4.618,4.611,-0.299662,0.171642,-0.077347,0.935286,-0.973389,0.031494,0.218506,-16.908,-5.351,-4.679,31.827,21,1,0.000,0.000,0.0,0.000,0.000
297602,0.612948,-0.676732,0.147079,-0.380390,0.922119,0.284668,0.336670,25.641,5.427,4.824,-0.299249,0.171491,-0.078779,0.935326,-0.965332,0.033691,0.213867,-16.695,-5.542,-4.626,31.263,14,1,0.000,0.000,0.0,0.000,0.000
297612,0.614406,-0.675069,0.146242,-0.381314,0.922852,0.289795,0.338623,25.374,5.435,4.313,-0.298845,0.171318,-0.080203,0.935366,-0.969727,0.030518,0.212891,-16.489,-5.336,-4.557,32.399,28,1,0.000,0.000,0.0,0.000,0.000
297622,0.615834,-0.673438,0.145389,-0.382220,0.924805,0.289551,0.333252,24.977,5.145,4.198,-0.298447,0.171135,-0.081612,0.935404,-0.971680,0.029297,0.212646,-16.275,-5.290,-4.557,33.142,24,1,0.000,0.000,0.0,0.000,0.000
297632,0.617212,-0.671861,0.144524,-0.383099,0.918701,0.284668,0.334229,24.176,4.718,4.000,-0.298067,0.170944,-0.082955,0.935442,-0.970947,0.031006,0.208008,-15.511,-5.435,-4.511,31.943,21,1,0.000,0.000,0.0,0.000,0.000
297642,0.618582,-0.670288,0.143639,-0.383977,0.921143,0.284180,0.328613,24.198,4.618,3.893,-0.297666,0.170744,-0.084342,0.935483,-0.964844,0.032471,0.205566,-16.015,-5.153,-4.679,31.877,24,1,0.000,0.000,0.0,0.000,0.000
297652,0.619929,-0.668745,0.142763,-0.384820,0.917969,0.285400,0.333496,23.641,4.344,4.038,-0.297281,0.170569,-0.085737,0.935510,-0.971924,0.029053,0.213867,-16.145,-5.443,-4.504,32.820,24,1,0.000,0.000,0.0,0.000,0.000
297662,0.621261,-0.667182,0.141894,-0.385706,0.922119,0.287598,0.334229,23.710,4.870,3.786,-0.296887,0.170376,-0.087124,0.935542,-0.969482,0.031738,0.209229,-16.053,-5.244,-4.634,32.086,24,1,0.000,0.000,0.0,0.000,0.000
297672,0.622577,-0.665608,0.141027,-0.386621,0.925049,0.287354,0.332275,23.695,5.221,3.573,-0.296496,0.170241,-0.088483,0.935563,-0.978516,0.031494,0.198730,-15.908,-5.985,-4.733,31.848,22,1,0.000,0.000,0.0,0.000,0.000
297682,0.623881,-0.664035,0.140147,-0.387543,0.926025,0.290283,0.332764,23.641,5.221,3.405,-0.296146,0.170091,-0.089804,0.935576,-0.971924,0.034180,0.211426,-15.458,-6.000,-4.328,31.916,21,1,0.000,0.000,0.0,0.000,0.000
297692,0.625159,-0.662477,0.139269,-0.388464,0.927734,0.286377,0.337158,23.282,5.237,3.290,-0.295791,0.169944,-0.091124,0.935587,-0.976562,0.032959,0.210693,-15.466,-6.023,-4.412,31.453,22,1,0.000,0.000,0.0,0.000,0.000
297702,0.626411,-0.660934,0.138407,-0.389383,0.928711,0.288818,0.336914,22.893,5.344,3.328,-0.295445,0.169760,-0.092419,0.935603,-0.972900,0.031738,0.213867,-15.046,-5.718,-4.366,32.164,19,1,0.000,0.000,0.0,0.000,0.000
297712,0.627625,-0.659422,0.137544,-0.390297,0.925049,0.285645,0.337158,22.344,5.252,3.145,-0.295095,0.169602,-0.093696,0.935615,-0.967773,0.032471,0.206055,-14.954,-6.046,-4.504,31.316,28,1,0.000,0.000,0.0,0.000,0.000
297722,0.628806,-0.657947,0.136682,-0.391186,0.916992,0.282471,0.335205,21.756,4.977,3.153,-0.294748,0.169444,-0.094991,0.935622,-0.973389,0.026855,0.208008,-15.076,-5.992,-4.458,32.764,20,1,0.000,0.000,0.0,0.000,0.000
297732,0.630003,-0.656469,0.135770,-0.392059,0.916260,0.289795,0.333740,22.107,4.534,2.969,-0.294397,0.169307,-0.096294,0.935624,-0.968262,0.034668,0.213379,-15.382,-6.191,-4.489,31.740,24,1,0.000,0.000,0.0,0.000,0.000
297742,0.631218,-0.654972,0.134863,-0.392922,0.919189,0.281494,0.338867,22.275,4.565,3.229,-0.294058,0.169172,-0.097613,0.935619,-0.970703,0.035889,0.210449,-15.542,-6.176,-4.336,30.038,20,1,0.000,0.000,0.0,0.000,0.000
297752,0.632469,-0.653431,0.133921,-0.393798,0.917725,0.281982,0.333008,23.053,4.611,3.153,-0.293718,0.169038,-0.098963,0.935608,-0.971924,0.031738,0.215820,-15.863,-6.084,-4.305,31.891,24,1,0.000,0.000,0.0,0.000,0.000
297762,0.633769,-0.651830,0.132996,-0.394672,0.921875,0.287598,0.338867,23.740,4.924,3.595,-0.293395,0.168889,-0.100296,0.935594,-0.974121,0.032471,0.199951,-15.565,-6.000,-4.183,31.097,17,1,0.000,0.000,0.0,0.000,0.000
297772,0.635077,-0.650224,0.132053,-0.395534,0.927246,0.290039,0.341553,23.870,4.748,3.603,-0.293079,0.168727,-0.101610,0.935581,-0.976562,0.037354,0.213623,-15.405,-5.924,-4.122,30.419,24,1,0.000,0.000,0.0,0.000,0.000
297782,0.636375,-0.648615,0.131157,-0.396388,0.922852,0.287354,0.347412,23.534,5.076,3.962,-0.292743,0.168556,-0.102935,0.935572,-0.973877,0.033936,0.208740,-15.481,-5.740,-4.366,30.361,20,1,0.000,0.000,0.0,0.000,0.000
297792,0.637638,-0.647039,0.130256,-0.397230,0.926025,0.279541,0.339844,23.046,4.916,3.908,-0.292398,0.168372,-0.104283,0.935564,-0.967529,0.037842,0.208984,-15.756,-5.519,-4.412,29.176,17,1,0.000,0.000,0.0,0.000,0.000
297802,0.638939,-0.645434,0.129320,-0.398055,0.920166,0.270264,0.336182,23.664,4.649,4.046,-0.292045,0.168168,-0.105635,0.935559,-0.967041,0.042480,0.206055,-15.802,-5.244,-4.504,27.148,17,1,0.000,0.000,0.0,0.000,0.000
297812,0.640282,-0.643796,0.128359,-0.398861,0.918213,0.270264,0.335205,24.275,4.458,4.275,-0.291680,0.168001,-0.107077,0.935539,-0.969727,0.037842,0.207031,-16.878,-5.366,-4.489,28.520,27,1,0.000,0.000,0.0,0.000,0.000
297822,0.641656,-0.642125,0.127387,-0.399656,0.921143,0.268799,0.330811,24.802,4.458,4.519,-0.291318,0.167822,-0.108527,0.935517,-0.969482,0.037598,0.210449,-16.939,-5.198,-4.466,28.966,20,1,0.000,0.000,0.0,0.000,0.000
297832,0.643140,-0.640359,0.126361,-0.400429,0.920898,0.274414,0.332031,26.496,4.198,4.931,-0.290929,0.167678,-0.109993,0.935492,-0.974365,0.036865,0.208496,-17.267,-5.496,-4.779,29.546,25,1,0.000,0.000,0.0,0.000,0.000
297842,0.644675,-0.638529,0.125344,-0.401203,0.922852,0.279053,0.337158,27.260,4.527,5.305,-0.290552,0.167519,-0.111460,0.935465,-0.969238,0.034180,0.210693,-17.191,-5.336,-4.672,30.399,18,1,0.000,0.000,0.0,0.000,0.000
297852,0.646226,-0.636660,0.124297,-0.402002,0.919678,0.284180,0.344482,27.756,4.656,4.985,-0.290161,0.167359,-0.112971,0.935433,-0.968750,0.031494,0.208740,-17.672,-5.168,-4.763,30.941,27,1,0.000,0.000,0.0,0.000,0.000
297862,0.647810,-0.634748,0.123251,-0.402798,0.920166,0.287598,0.340820,28.313,4.855,5.260,-0.289760,0.167216,-0.114499,0.935397,-0.969238,0.032471,0.207764,-17.947,-5.275,-4.878,31.276,20,1,0.000,0.000,0.0,0.000,0.000
297872,0.649369,-0.632857,0.122172,-0.403591,0.922363,0.287354,0.341309,28.107,4.565,4.947,-0.289366,0.167056,-0.116055,0.935356,-0.972900,0.026367,0.208740,-18.115,-5.023,-4.763,32.895,24,1,0.000,0.000,0.0,0.000,0.000
297882,0.650883,-0.630981,0.121101,-0.404411,0.923584,0.289307,0.335693,27.687,4.885,4.618,-0.288970,0.166882,-0.117592,0.935317,-0.968750,0.025635,0.205566,-17.855,-4.924,-4.847,33.647,26,1,0.000,0.000,0.0,0.000,0.000
297892,0.652337,-0.629169,0.120033,-0.405209,0.918457,0.293213,0.339355,26.672,4.550,4.420,-0.288574,0.166693,-0.119151,0.935276,-0.967529,0.026367,0.211914,-18.084,-4.679,-4.802,33.735,20,1,0.000,0.000,0.0,0.000,0.000
297902,0.653765,-0.627362,0.118977,-0.406020,0.920898,0.293945,0.339355,26.389,4.809,4.305,-0.288170,0.166475,-0.120668,0.935245,-0.969971,0.025146,0.213379,-17.534,-4.466,-5.008,34.177,24,1,0.000,0.000,0.0,0.000,0.000

509154,-0.354683,-0.653042,0.046178,-0.667535,0.402588,-0.063232,0.934326,24.420,5.183,3.893,-0.688837,0.314432,-0.052646,-0.651048,-0.950928,0.246582,0.195801,-12.122,-6.824,-4.679,-55.420,0,1,0.000,0.000,0.0,0.000,0.000
509164,-0.353162,-0.652992,0.044877,-0.668479,0.414062,-0.065186,0.945801,24.893,5.191,3.855,-0.688273,0.315347,-0.052406,-0.651222,-0.958496,0.271973,0.228027,-15.878,-5.672,-3.412,-53.966,0,1,0.000,0.000,0.0,0.000,0.000
509174,-0.351623,-0.652925,0.043563,-0.669442,0.418945,-0.067383,0.937744,25.076,5.519,3.931,-0.687599,0.316454,-0.052036,-0.651426,-0.967529,0.256348,0.218994,-18.527,-5.435,-2.878,-53.603,5,1,0.000,0.000,0.0,0.000,0.000
509183,-0.350089,-0.652820,0.042281,-0.670430,0.418457,-0.073242,0.932129,24.649,5.870,4.191,-0.686966,0.317602,-0.051544,-0.651576,-0.965088,0.216309,0.197754,-19.008,-6.191,-3.901,-52.059,18,1,0.000,0.000,0.0,0.000,0.000
509194,-0.348590,-0.652687,0.041045,-0.671416,0.416504,-0.073975,0.922119,23.931,5.901,4.260,-0.686422,0.318592,-0.051015,-0.651706,-0.953369,0.207520,0.183350,-17.565,-7.710,-4.740,-53.125,29,1,0.000,0.000,0.0,0.000,0.000
509204,-0.347109,-0.652574,0.039797,-0.672368,0.407227,-0.073486,0.921387,23.939,5.557,3.924,-0.685948,0.319499,-0.050574,-0.651796,-0.942871,0.207520,0.179443,-15.977,-7.496,-5.237,-53.710,24,1,0.000,0.000,0.0,0.000,0.000
509213,-0.345620,-0.652455,0.038553,-0.673322,0.401367,-0.066406,0.921387,23.931,5.580,4.099,-0.685476,0.320322,-0.050224,-0.651915,-0.936035,0.233398,0.189941,-15.038,-7.321,-4.824,-54.983,13,1,0.000,0.000,0.0,0.000,0.000
509224,-0.344085,-0.652371,0.037269,-0.674261,0.402832,-0.063477,0.919678,24.725,5.321,4.099,-0.684950,0.321238,-0.049898,-0.652043,-0.937744,0.238525,0.190186,-15.840,-6.389,-4.351,-55.382,8,1,0.000,0.000,0.0,0.000,0.000
509233,-0.342533,-0.652296,0.035957,-0.675195,0.401855,-0.055908,0.921387,25.092,5.298,4.053,-0.684377,0.322203,-0.049556,-0.652194,-0.948730,0.234375,0.195312,-16.489,-6.221,-3.916,-53.667,7,1,0.000,0.000,0.0,0.000,0.000
509243,-0.340964,-0.652214,0.034632,-0.676137,0.402588,-0.057129,0.927246,25.290,5.466,4.130,-0.683813,0.323148,-0.049225,-0.652343,-0.949707,0.221191,0.193115,-16.053,-6.351,-3.908,-52.402,5,1,0.000,0.000,0.0,0.000,0.000
509254,-0.339466,-0.652100,0.033365,-0.677063,0.404541,-0.057617,0.927734,24.191,5.389,3.947,-0.683292,0.324026,-0.048913,-0.652478,-0.956787,0.213623,0.187012,-15.061,-6.733,-4.206,-52.354,0,1,0.000,0.000,0.0,0.000,0.000
509264,-0.338019,-0.651959,0.032136,-0.677982,0.406250,-0.062744,0.935059,23.397,5.427,3.794,-0.682799,0.324828,-0.048648,-0.652614,-0.954102,0.220947,0.194336,-14.160,-6.863,-4.260,-52.505,17,1,0.000,0.000,0.0,0.000,0.000
509274,-0.336567,-0.651818,0.030961,-0.678894,0.404785,-0.070068,0.933838,23.015,5.168,4.160,-0.682346,0.325599,-0.048428,-0.652720,-0.944336,0.227539,0.194092,-13.519,-6.588,-4.679,-53.827,35,1,0.000,0.000,0.0,0.000,0.000
509284,-0.335110,-0.651698,0.029717,-0.679785,0.404785,-0.070068,0.929932,23.664,5.122,3.580,-0.681851,0.326401,-0.048219,-0.652852,-0.943604,0.232178,0.178223,-13.786,-6.366,-4.130,-56.799,86,1,0.000,0.000,0.0,0.000,0.000
509294,-0.333626,-0.651602,0.028449,-0.680661,0.402100,-0.075684,0.926514,24.130,4.908,3.511,-0.681337,0.327258,-0.048076,-0.652971,-0.941650,0.228516,0.130615,-13.405,-5.565,-3.756,-64.918,53,1,0.000,0.000,0.0,0.000,0.000
509304,-0.332109,-0.651535,0.027184,-0.681519,0.405518,-0.074463,0.921387,24.473,4.519,3.702,-0.680728,0.328252,-0.047880,-0.653122,-0.939941,0.253174,0.161865,-15.733,-4.763,-3.275,-62.028,24,1,0.000,0.000,0.0,0.000,0.000
